BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
KANTH,Vegetables,2023-10-13T18:37:55.86,Potato,SHAHJAHANPUR,7059567,"श्रीमान जी आपके क्षेत्र में  13 अक्टूबर से 19 अक्टूबर तक पूरे सप्ताह आंशिक रूप से बादल छाए रहेंगे ,17 अक्टूबर को हल्की हल्की बूंदाबांदी की संभावना है ,आज का अधिकतम तापमान 28°C,न्यूनतम तापमान 25°C, हवाएं आपके क्षेत्र में  04 से 07 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना है मौसम के अनुसार कृषि कार्य करें |
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
REVATIPUR,Vegetables,2023-10-13T18:40:18.037,Potato,GHAZIPUR,7059552,"श्रीमान जी 13 अक्टूबर से 19 अक्टूबर तक हल्के बादल एवं बूंदाबांदी की भी संभावना है आज का न्यूनतम तापमान 24° C और अधिकतम तापमान 31° C है एवं हवा की गति  4 - 14 किलोमीटर प्रति घंटा रहने की  संभावना है | मौसम के अनुसार कृषि कार्य को करे | 
","Farmer asked query on Weather",Weather,NA,HORTICULTURE,"UTTAR PRADESH",13,10,2023
Musafirkhana,Oilseeds,2023-10-13T18:43:46.373,Mustard,"AMETHI ( Shahu Ji Maharaj)",7059557,"श्रीमान जी सरसन का बीज शोधन नैनो DAP करना चाहते हैं तो आप 3 से 5 ML प्रति किलोग्राम बीज की मात्रा से शोधित करें","Information regarding treating mustard seeds with Nano DAP","	Plant Protection	",NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
BAHRIA,Vegetables,2023-10-13T19:03:23.69,Potato,ALLAHABAD,7059617,"श्रीमानजी आप आलू में खरपतवार नियंत्रण के लिए मैटरीबिउज़िन 70% WP @ 120 से 150 ग्राम/एकर की दर से 200 लीटर पानी में घोल स्प्रे करे"," Give information about Weed management in Potato crops ...?","	Plant Protection	",NA,HORTICULTURE,"UTTAR PRADESH",13,10,2023
JAITPUR,Others,2023-10-13T19:04:44.343,Others,MAHOBA,7059593,"महोदय जी- प्रधानमंत्री किसान सम्मान निधि का हेल्पलाइन नंबर पर संपर्क करें-155261 / 011-24300606,
1800115526


","Information regarding checking the status of Prime Minister Kisan Samman Nidhi 
","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
"SIKANDARPUR KARAN",Cereals,2023-10-13T19:06:02.437,Wheat,UNNAO,7060327,"--महोदय गेहूं की फसल में - पेंडीमेथिलिन 30% ईसी की मात्रा- 1.25 लीटर/एकड़, 170 लीटर पानी के साथ घोलकर स्प्रे करें","Information about weed control in wheat crop ? ","Weed Management",NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
"RAM NAGAR",Oilseeds,2023-10-13T19:09:42.15,Mustard,JAUNPUR,7059586,"महोदय सरसों का जमाव बुवाई करने के 1 सप्ताह में होने लगता है","Information about germination of mustard crop ..?","Sowing Time and Weather",NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
JAGNER,Oilseeds,2023-10-13T19:11:20.6,Mustard,AGRA,7060112,"महोदय, आपके क्षेत्र में 13 अक्टूबर से 19 अक्टूबर तक आंशिक रूप से बादल छाए रहेंगे।इस बीच में बारिश की कोई संभावना नहीं है। जबकि आज का न्यूनतम तापमान 25°C और अधिकतम तापमान 33°C है एवं हवा की गति 04 से 11 किलोमीटर प्रति घंटा रहने की संभावना है इसलिए मौसम के अनुसार कृषि कार्य करें। ","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
Gunnor,Others,2023-10-13T19:12:48.943,Others,"SAMBAL (BHIM NAGAR)",7060350,"सर आप प्रधानमंत्री किसान सम्मान निधि की किस्त के भुगतान के लिए कुछ समय तक प्रतीक्षा करें | 
","Information about beneficiary status of PM Kisan Samman Nidhi....? 
","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",13,10,2023
BABERU,Vegetables,2023-10-13T19:16:18.277,"Peas (field peas/ garden peas/matar)",BANDA,7059776,"श्रीमान जी एक हेक्टेयर क्षेत्रफल में लंबे पौधे वाले मटर के लिए 80 से 100 किलोग्राम बीज का बुवाई के लिए प्रयोग करते हैं और बोनी किस्मों के लिए 125 किलोग्राम प्रति हेक्टेयर की दर से बीज का प्रयोग करते हैं ","
Provide information related to suitable seed rate for sowing peas
","Seeds and Planting Material",NA,HORTICULTURE,"UTTAR PRADESH",13,10,2023
