BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
AFZALPUR,Others,2023-06-11T16:02:32.353,Others,GULBARGA,5486567,"Precipitation: 30%
Humidity: 45%
Wind: 24 km/h
Weather
Sunday
Isolated Thunderstorms","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
INDI,Others,2023-06-11T16:06:48.307,Others,BIJAPUR,5486684,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ (20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗೆ ವರುಣ ಮಿತ್ರ 08067735999 or 9243345433 ಸಂಪರ್ಕಿಸಬಹುದು.
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
PAVAGADA,Others,2023-06-11T16:21:46.713,Others,TUMKUR,5486593,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ (20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗೆ ವರುಣ ಮಿತ್ರ 08067735999 or 9243345433 ಸಂಪರ್ಕಿಸಬಹುದು.
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
HONNALI,"Plantation Crops",2023-06-11T16:23:48.86,Arecanut,DAVANAGERE,5486578," Suggested application of FYM + 1 kg of Neem cake
 NPK fertiliser 10-26-26 @ 150-200 g /palm
Areca special spray @ 5g/lit of water 

or 
Boron - 25g/palm
Zinc sulphate - 50g/palm","Asked about nutrient management in arecanut
","Nutrient Management",NA,HORTICULTURE,KARNATAKA,11,6,2023
HADAGALLI,Others,2023-06-11T16:25:07.75,Others,BELLARY,5486590,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (20%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
"0   ",Others,2023-06-11T11:57:39.13,Others,9999,5486832,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (10%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433,
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
"0   ","Plantation Crops",2023-06-11T12:16:21.787,Arecanut,DAKSHINAKANNADA,5486785,"--suggested to spray Chlorpyriphos @ 2 ml/ltr of water
","Asked about plant protection in arecanut
","	Plant Protection	",NA,HORTICULTURE,KARNATAKA,11,6,2023
RON,Pulses,2023-06-11T12:29:58.807,"Green Gram (Moong Bean/ Moong)",GADAG,5486624,"yield 0.8 - 1.0 
HUBBALLI	10/06/2023	147	2501	62510	13440","Asked about Nutrient management 
","Nutrient Management",NA,AGRICULTURE,KARNATAKA,11,6,2023
KALGHATGI,Oilseeds,2023-06-11T12:42:48.843,"Soybean (bhat)",DHARWAD,5486581,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(25%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
"BANGALORE NORTH",Fruits,2023-06-11T12:55:13.59,Guava,BANGALORE,5486790,"Atic whatsapp number  9482477812
ATIC number 08023627889
IIHR
Vegetable seeds : 9164670493
Fruits : 9743644599
ATIC : 080-28446815
Office for general enquire : 080-23086100

GKVK
Atic whatsapp number  9482477812
ATIC number 08023627889
","Asked about Organic farming in Guava","Organic Farming",NA,HORTICULTURE,KARNATAKA,11,6,2023
HAGARIBOMMANAHALLI,"Fiber Crops",2023-06-11T12:55:23.51,"Cotton (Kapas)",BELLARY,5486791,"--KOTTUR	08/06/2023	BT	27	3269	5789","Asked about market price cotton
","Market Information",NA,AGRICULTURE,KARNATAKA,11,6,2023
GUBBI,Millets,2023-06-11T07:00:22.973,"Maize (Makka)",TUMKUR,5490556,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಶೇಕಡಾ 40% ಮಳೆ ನಿರೀಕ್ಷೆ ಇದ್ದು  ,  ಭಾಗಶಃ ಮೋಡ ಕವಿದ ವಾತಾವರಣವಿದೆ ,   ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433

","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
HANAGAL,Oilseeds,2023-06-11T07:04:21.063,"Soybean (bhat)",HAVERI,5485468," ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇದೆ 30%. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗೆ ವರುಣಮಿತ್ರ 08067735999 or 9243345433 ಸಂಪರ್ಕಿಸಬಹುದು.
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
HUNSUR,Others,2023-06-11T16:42:08.32,Others,MYSORE,5486673,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ 50% ಇದೆ . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗೆ ವರುಣ ಮಿತ್ರ 08067735999 or 9243345433 ಸಂಪರ್ಕಿಸಬಹುದು. 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
HUKERI,Flowers,2023-06-11T16:51:32.013,Chrysanthemum,BELGAUM,5486638,"suggested to spray  Imidachloprid  @ 0.5 ml/ltr of water
","Asked about general information
","Nutrient Management",NA,HORTICULTURE,KARNATAKA,11,6,2023
MANVI,Others,2023-06-11T16:52:08.83,Others,RAICHUR,5486627,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ(20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
HOLENARSIPUR,Others,2023-06-11T16:52:22.12,Others,HASSAN,5486794,"--Acacian , Prosopis juliflora and Eucalyptus species , atropha carcass, Acacia auriculiformis, and Ficus altissima is suitable for in water logged conditions.
","Asked about General information on waterlogged tree crops
","Cultural Practices",NA,AGRICULTURE,KARNATAKA,11,6,2023
"BASAVANA BAGEWADI",Others,2023-06-15T07:37:23.957,Others,BIJAPUR,5527829," ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗೆ ವರುಣ ಮಿತ್ರ 08067735999 or 9243345433 ಸಂಪರ್ಕಿಸಬಹುದು.
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,15,6,2023
CHINTAMANI,Vegetables,2023-06-15T08:15:33.127,Tomato,KOLAR,5527837,"Recommended to spray Imidachloprid 17.8 SL.- 0.5 ml per lit. water.
","Asked about Plant protection in  tomato
","	Plant Protection	",NA,HORTICULTURE,KARNATAKA,15,6,2023
CHITAPUR,"Fiber Crops",2023-06-17T08:04:33.21,"Cotton (Kapas)",GULBARGA,5554071,"RAICHUR	16/06/2023	HYBRID-44	7	6100	7100	6800
SAVANUR	15/06/2023	BT	14	6783	7533	7358
VIJAYAPURA	16/06/2023	BANNI	1395	2515	7448	6697","Asked about Market rate of  cotton 
","Market Information",NA,AGRICULTURE,KARNATAKA,17,6,2023
SANDUR,"Fiber Crops",2023-06-17T08:19:03.757,"Cotton (Kapas)",BELLARY,5554073,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(20%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999 ಮತ್ತು 9243345433 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,17,6,2023
BHALKI,Others,2023-06-17T08:32:15.443,Others,BIDAR,5554663,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (10%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433,
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,17,6,2023
SAVANUR,Oilseeds,2023-06-17T08:32:16.987,"Groundnut (pea nut/mung phalli)",HAVERI,5554669,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(20%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999 ಮತ್ತು 9243345433 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,17,6,2023
SINDAGI,"Fiber Crops",2023-06-17T08:37:18.833,"Cotton (Kapas)",BIJAPUR,5554658,"SAVANUR	15/06/2023	BT	14	6783	7533	7358
VIJAYAPURA	16/06/2023	BANNI	1395	2515	7448	6697","Asked about Market rate of cotton.
","Market Information",NA,AGRICULTURE,KARNATAKA,17,6,2023
"0   ",Others,2023-06-16T21:02:40.163,Others,BELLARY,5552738,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (10%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433,
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,16,6,2023
AFZALPUR,Others,2023-06-16T21:26:04.98,Others,GULBARGA,5553262,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(25%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,16,6,2023
GUBBI,Vegetables,2023-06-17T06:11:37.497,"Beans ",TUMKUR,5553377,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(20%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999 ಮತ್ತು 9243345433 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,17,6,2023
RAICHUR,Others,2023-06-18T13:11:11.117,Others,RAICHUR,5571266,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (10%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433,
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
HOSDURGA,Oilseeds,2023-06-18T13:25:01.447,"Groundnut (pea nut/mung phalli)",CHITRADURGA,5571264,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(20%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999 ಮತ್ತು 9243345433 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
INDI,Others,2023-06-18T13:26:25.5,Others,BIJAPUR,5571263,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ(20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
DAVANAGERE,Millets,2023-06-18T13:27:18.617,"Maize (Makka)",DAVANAGERE,5571269,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಶೇಕಡಾ 50% ಮಳೆ ನಿರೀಕ್ಷೆ ಇದ್ದು  ,  ಭಾಗಶಃ ಮೋಡ ಕವಿದ ವಾತಾವರಣವಿದೆ ,   ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
SHIGGAON,Others,2023-06-18T13:33:41.27,Others,HAVERI,5571291,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (10%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433,
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
AFZALPUR,Fruits,2023-06-18T13:35:56.807,Grape,GULBARGA,5571279,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(20%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999 ಮತ್ತು 9243345433 
","Farmer asked query on Weather",Weather,NA,HORTICULTURE,KARNATAKA,18,6,2023
HOLALKERE,"Fiber Crops",2023-06-18T13:39:50.073,"Cotton (Kapas)",CHITRADURGA,5571282,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಶೇಕಡಾ 50% ಮಳೆ ನಿರೀಕ್ಷೆ ಇದ್ದು  ,  ಭಾಗಶಃ ಮೋಡ ಕವಿದ ವಾತಾವರಣವಿದೆ ,   ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
HARAPPANAHALLI,Millets,2023-06-18T13:46:09.437,"Maize (Makka)",DAVANAGERE,5571981,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(25%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
HASSAN,Others,2023-06-18T13:51:38.347,Others,HASSAN,5571293,"Suggested to contact:-  Farmers helpline number 18004253553 
","Asked about general information
","Agriculture Mechanization",NA,AGRICULTURE,KARNATAKA,18,6,2023
HARAPPANAHALLI,Others,2023-06-18T14:00:17.173,Others,DAVANAGERE,5572004,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(25%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
MANVI,Others,2023-06-18T14:04:24.2,Others,RAICHUR,5571843,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ(20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
HARAPPANAHALLI,Others,2023-06-18T14:08:54.753,Others,DAVANAGERE,5571982,"Krishi Vigyan Kendra
Hagari – 583 138 
Distt. – Bellary
 08392-
265080
 08392-
265080
 kvkhagari@yahoo.com
 
Taralabalu Krishi Vigyan Kendra
Opp.:P.G. Center
Kesarivana
Tholahunse
Davanagere-577002
 08192-
294568
 -
 tkvk@taralabalu.org
dvgtkvk@yahoo.com
 ","Asked about soil health card
","Soil Health Card",NA,AGRICULTURE,KARNATAKA,18,6,2023
KUSHTAGI,Others,2023-06-18T14:15:20.167,Others,KOPPAL,5571990," ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇದೆ 60 %. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗೆ ವರುಣಮಿತ್ರ 08067735999 or 9243345433 ಸಂಪರ್ಕಿಸಬಹುದು.
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
HADAGALLI,Millets,2023-06-18T14:34:30.75,"Maize (Makka)",BELLARY,5572010,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಇಂದು ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (10%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433,
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,18,6,2023
HANAGAL,Others,2023-06-11T11:10:25.143,Others,HAVERI,5486718,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ(20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
PIRIYAPATNA,"Drug and Narcotics",2023-06-11T11:20:55.17,Tobacco,MYSORE,5486757,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಶೇಕಡಾ 50% ಮಳೆ ನಿರೀಕ್ಷೆ ಇದ್ದು  ,  ಭಾಗಶಃ ಮೋಡ ಕವಿದ ವಾತಾವರಣವಿದೆ ,   ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
RAYBAG,Others,2023-06-11T11:22:49.843,Others,BELGAUM,5486509,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ(20%) . ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,11,6,2023
