BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
GUNDLUPET,Others,2024-04-01T14:00:08.01,Others,CHAMARAJANAGAR,835226,"ಅಗತ್ಯ ಮಾಹಿತಿ ನೀಡಲಾಗಿದ್ದು, ಆರ್‌ಎಸ್‌ಕೆ ಅಥವಾ ಕೃಷಿ ಇಲಾಖೆಯನ್ನು ಸಂಪರ್ಕಿಸಲು  ಸೂಚಿಸ ಲಾಗಿದೆ (OR)
PM-Kisan Helpline No  08022074138 08022074163 08022074132 08022074161
","Asked about PM Kisan Samman yojana
","Government Schemes",NA,AGRICULTURE,KARNATAKA,1,4,2024
KOLLEGALA,Others,2024-04-01T16:21:31.257,Others,CHAMARAJANAGAR,835121,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಇಲ್ಲ(20%). ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,1,4,2024
KOLLEGALA,Others,2024-04-02T12:48:55.363,Others,CHAMARAJANAGAR,841619,"Precipitation: 0%
Humidity: 32%
Wind: 11 km/h
Weather
Tuesday
Partly Cloudy","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,2,4,2024
GUNDLUPET,Others,2024-04-03T17:43:53.383,Others,CHAMARAJANAGAR,848341,"Gundlupet AO 8277930775,   RSK Begur AAO  8277930776
RSK Kasaba AAO 8277930778, RSK Terakanambi AAO 8277930780
RSK Hangala AAO 8277930782
ಅಗತ್ಯ ಮಾಹಿತಿ ನೀಡಿದ್ದು, ಆರ್ ಎಸ್ ಕೆ ಅಥವಾ ಕೃಷಿ ಇಲಾಖೆಯನ್ನು ಸಂಪರ್ಕಿಸಲು ಸೂಚಿಸಲಾಗಿದೆ


","Asked about contact number   OF RSK
","Government Schemes",NA,AGRICULTURE,KARNATAKA,3,4,2024
"0   ",Others,2024-04-05T19:43:08.353,Others,CHAMARAJANAGAR,864672,"Call disconnected
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,5,4,2024
CHAMARAJANAGAR,Fruits,2024-04-10T16:03:58.47,Banana,CHAMARAJANAGAR,904367,"--Recommended to spray Carbendazim 1 g / 1 litre of water.
","Asked about Plant protection in banana
","	Plant Protection	",NA,HORTICULTURE,KARNATAKA,10,4,2024
GUNDLUPET,Others,2024-04-15T13:43:32.033,Others,CHAMARAJANAGAR,950065,"Suggested to contact :-UNIVERSAL SOMPO :-1800 200 5142/ 1800 200 4030
","Asked about Fasal Bhima Yojana
","Government Schemes",NA,AGRICULTURE,KARNATAKA,15,4,2024
CHAMARAJANAGAR,Vegetables,2024-04-15T15:27:34.903,Tomato,CHAMARAJANAGAR,950221,"Given necessary information
","Asked about General information
","Nutrient Management",NA,HORTICULTURE,KARNATAKA,15,4,2024
GUNDLUPET,"Fiber Crops",2024-04-16T10:51:52.797,"Cotton (Kapas)",CHAMARAJANAGAR,957523,"
Recommended to Spray the soil on the same day or next day after sowing with 400 g. Diuron 80% W.P or 800 ml Fluchloralin 45% E.C or 1.3 liters Pendimethalin 30% E.C or 800 ml butachlor 50% E.C dissolved in 300 liters of water.","Asked about Weed management in cotton
","Weed Management",NA,AGRICULTURE,KARNATAKA,16,4,2024
GUNDLUPET,Oilseeds,2024-04-16T10:53:12.193,"Sunflower (suryamukhi)",CHAMARAJANAGAR,957524,"
Recommended to spray  the crop with pre - emergent herbicides like 0.8 liter Butachlor 50% EC or 0.8 liter Alachlor 50% EC, dissolved in 300 liters of water and take up spray on the same day or a day after sowing.","Asked about Weed management in sunflower
","Weed Management",NA,AGRICULTURE,KARNATAKA,16,4,2024
CHAMARAJANAGAR,Others,2024-04-17T10:38:14.86,Others,CHAMARAJANAGAR,964463,"Given necessary information","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,17,4,2024
CHAMARAJANAGAR,Vegetables,2024-04-20T10:33:21.043,Cauliflower,CHAMARAJANAGAR,983509," Nutrient management in Cauliflower:
Given necessary information and suggested to apply Vegetable special (Micronutrient mixture) @ 2-3kg per acre through drip irrigation
","Asked about Nutrient management in Cauliflower
","Nutrient Management",NA,HORTICULTURE,KARNATAKA,20,4,2024
