BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
ANKOLA,Others,2023-03-09T09:28:10.523,Others,UTTARAKANNADA,4556958,"Either details are not registered in the portal or rejected due to wrong details.","Asked about PM Kisan Samman Nidhi Yojana   
","Government Schemes",NA,AGRICULTURE,KARNATAKA,9,3,2023
DAVANAGERE,Others,2023-03-09T09:28:45.39,Others,DAVANAGERE,4557074,"Information is given and also suggested to contact Raitha Samparka Kendra  or KVK or  Taluk Agricultural Department.
","Asked about kusum yojana.
","Government Schemes",NA,AGRICULTURE,KARNATAKA,9,3,2023
"0   ",Others,2023-03-09T09:51:04.99,Others,HAVERI,4557076,"--Given necessary information 
","Asked about PM Kisan Samman Nidhi Yojana   
","Government Schemes",NA,AGRICULTURE,KARNATAKA,9,3,2023
ARKALGUD,Vegetables,2023-03-09T10:08:04.373,Potato,HASSAN,4556998,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999 ಮತ್ತು 9243345433 
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,9,3,2023
SIRUGUPPA,Vegetables,2023-03-09T10:20:09.623,Chillies,BELLARY,4556959,"ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ (20%).  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ 08067735999 / 9243345433
","Farmer asked query on Weather",Weather,NA,HORTICULTURE,KARNATAKA,9,3,2023
HARAPPANAHALLI,Vegetables,2023-03-09T10:30:41.29,Tomato,DAVANAGERE,4556936,"advised to apply karate 2ml/ltr","Asked about plant protection in  tomato
","	Plant Protection	",NA,HORTICULTURE,KARNATAKA,9,3,2023
ATHNI,"Sugar and Starch Crops",2023-03-09T10:49:15.69,"Sugarcane (Noble Cane)",BELGAUM,4557084,"--Given necessary Information
","Asked About General Information
","Nutrient Management",NA,AGRICULTURE,KARNATAKA,9,3,2023
AFZALPUR,Pulses,2023-03-09T10:49:27.61,"Green Gram (Moong Bean/ Moong)",GULBARGA,4557260," ಉಪ ಕೃಷಿ ನಿರ್ದೇಶಕರು (ಯೋಜನೆ ) 08022074156 08022074114 ಉಪ ಕೃಷಿ ನಿರ್ದೇಶಕರು (ಇ-ಆಡಳಿತ,ರೈ.ಸಂ.ಕೇಂದ್ರ ಮತ್ತು ತರಬೇತಿ,ಪಿಎಂ - ಕಿಸಾನ್ ಮತ್ತು ರಾಷ್ಟ್ರೀಯ ಕೃಷಿ ವಿಕಾಸ ಯೋಜನಾ  ) 8277929824  08022074138  08022074163  08022074132  08022074161 08022074132 ,08022074192, 08022275038, 8277929824
","Asked about PM Kisan samman nidhi Yojana
","Government Schemes",NA,AGRICULTURE,KARNATAKA,9,3,2023
HOSANAGARA,"Plantation Crops",2023-03-09T10:58:59.2,Arecanut,SHIMOGA,4556905,"ಇಂದು ನಿಮ್ಮ ತಾಲೂಕಿನಲ್ಲಿ ಮಳೆ ನಿರೀಕ್ಷೆ ಇಲ್ಲ(25%)  ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ವರುಣ ಮಿತ್ರ ನಂಬರಿಗೆ ಕರೆ ಮಾಡಿ - 08067735999  ಮತ್ತು  9243345433
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,KARNATAKA,9,3,2023
AURAD,Cereals,2023-03-09T11:06:12.53,"Oats ",BIDAR,4556977,"JDA

8277930501

2

JDA Office Bidar

ADA(Vigilance)

8277930504

3

JDA Office Bidar

ADA(HQA)

8277930507

4

JDA Office Bidar

ADA(SMS)

8277929783

5

JDA Office Bidar

AO Tech-I

8277930508

6

JDA Office Bidar

AO Tech-II

8277930509

7

JDA Office Bidar

AO Tech-III

8277930510

8

DDA Office_I Bidar

DDA-I

8277930502","Asked about PM Kisan samman nidhi Yojana
","Government Schemes",NA,AGRICULTURE,KARNATAKA,9,3,2023
HADAGALLI,"Green Manure",2023-03-09T11:14:43.61,Dhaincha,BELLARY,4556970,"Suggested to take sowing by broadcasting 
For cost of seeds and its availability contact RSK or KVK 
","Asked about Sowing of Green manure crops in oil palm ",Seeds,NA,AGRICULTURE,KARNATAKA,9,3,2023
Gaudibanda,Fruits,2023-03-09T11:20:59.02,Banana,CHIKKABALLAPUR,4557262,"Given necessary information
","Asked about plant protection in banana 
","	Plant Protection	",NA,HORTICULTURE,KARNATAKA,9,3,2023
MYSORE,Others,2023-03-09T11:24:14.097,Others,MYSORE,4557089,"--Given necessary information 
","Asked about general information
","Government Schemes",NA,AGRICULTURE,KARNATAKA,9,3,2023
